,station_id,station_name,lat,long,start_n,end_n,e_start_n,e_end_n,c_start_n,c_end_n,total,classic,electric
269,20212,Altgeld Gardens,41.65709388,-87.59889925,6,5,5,4,1,1,11,2,9
270,20213,Commercial Ave & 130th St,41.65915043,-87.5507623,5,5,1,0,2,3,10,5,0
271,20214,Avenue O & 134th St,41.6518678,-87.53967136,8,8,2,3,3,2,16,5,5
272,20215,Hegewisch Metra Station,41.64850076,-87.54608989,9,7,8,4,1,3,16,4,12
273,20217,Torrence Ave & 126th Pl,41.66631201,-87.55721569,7,4,0,0,7,4,11,11,0
274,20218,Avenue O & 118th St,41.68102,-87.53806383,9,7,8,4,1,3,16,4,12
275,20219,Burnham Greenway & 112th St,41.691774,-87.530431,18,17,4,5,7,6,35,13,9
276,20220,Avenue L & 114th St,41.69,-87.54,13,0,13,0,0,0,0,0,0
277,20221,Torrence Ave & 106th St,41.70280085,-87.55972624,5,2,2,0,3,2,7,5,0
278,20222,Burnham Greenway & 105th St,41.70457509,-87.52823174,7,4,2,1,4,3,11,7,3
279,20223,Ewing Ave & Burnham Greenway,41.71259367,-87.53458133,35,16,23,3,12,13,51,25,26
280,20224,Calumet Park,41.71374309,-87.5308429,43,40,26,25,5,6,83,11,51
281,20225,Commercial Ave & 100th St,41.7133174,-87.55109757,0,0,0,0,0,0,0,0,0
282,20226,Oglesby Ave & 100th St,41.71339748,-87.56584167,4,2,3,1,1,1,6,2,4
283,20227,Bradley Park,41.717878,-87.564592,2,2,0,0,0,0,4,0,0
284,20228,Constance Ave & 95th St,41.72229074,-87.57896841,4,2,2,1,2,1,6,3,3
285,20229,Baltimore Ave & 87th St,41.7373356,-87.5485146,5,5,1,1,4,4,10,8,2
286,20230,Clyde Ave & 87th St,41.73715146,-87.57274032,3,2,0,0,3,2,5,5,0
287,20231,East End Ave & 87th St,41.73681521,-87.58280128,11,6,1,0,10,6,17,16,0
288,20232,Big Marsh Park,41.68587706,-87.57382393,6,6,0,0,6,6,12,12,0
289,20233,Halsted St & 78th St,41.75248701,-87.64390216,8,3,4,1,1,0,11,0,5
290,20234,Ashland Ave & 78th St,41.75219345,-87.6638298,5,2,3,0,2,2,7,4,0
291,20235,Greenwood Ave & 91st St,41.7287415,-87.59728483,5,3,4,2,0,0,8,0,6
292,20236,Stony Island Ave & 90th St,41.73139494,-87.58574367,15,13,6,6,4,3,28,7,12
293,20237,Yates Blvd & 93rd St,41.72616639,-87.56627619,5,4,0,0,5,4,9,9,0
294,20238,Greenwood Ave & 97th St,41.71870315,-87.59703577,2,1,1,0,1,1,3,2,0
295,20239,Marquette Ave & 89th St,41.73366879,-87.55834222,11,11,4,5,7,6,22,13,9
296,20240,Indiana Ave & 133rd St,41.65,-87.62,2,0,2,0,0,0,0,0,0
297,20241,Steelworkers Park,41.74,-87.53,12,10,12,10,0,0,22,0,22
298,20242,Houston Ave & 92nd St,41.72820422,-87.54970014,13,9,5,4,8,5,22,13,9
299,20243,Michigan Ave & 114th St,41.68703389,-87.62110996,4,2,4,0,0,0,6,0,0
300,20244,Halsted St & 73rd St,41.76169443,-87.64409149,6,5,4,3,2,2,11,4,7
301,20245,Ashland Ave & 74th St,41.75923602,-87.66347408,6,10,4,4,2,5,16,7,8
302,20246,N Green St & W Lake St,41.89,-87.65,291,259,291,259,0,0,550,0,550
303,20247,W Washington Blvd & N Peoria St,41.88,-87.65,56,29,56,29,0,0,85,0,85
304,202480,Hampden Ct & Diversey Ave,41.93,-87.64,162,152,162,152,0,0,314,0,314
305,20249,N Clark St & W Elm St,41.9,-87.63,4,4,4,4,0,0,8,0,8
306,20251,N Carpenter St & W Lake St,41.89,-87.65,131,135,131,135,0,0,266,0,266
