"","geoid10","area","numeric"
"620","17031720600","582371.430301434",582371.430301434
"621","17031031000","424893.137290241",424893.137290241
"622","17031580300","471020.564367335",471020.564367335
"623","17031050500","652577.820652964",652577.820652964
"624","17031050800","162817.941455428",162817.941455428
"625","17031051000","166635.924135377",166635.924135377
"626","17031051400","358884.705333284",358884.705333284
"627","17031081900","137749.913195141",137749.913195141
"628","17031252000","636147.583330569",636147.583330569
"629","17031260300","329306.117480235",329306.117480235
"630","17031040300","767449.092432205",767449.092432205
"631","17031040800","230028.002000072",230028.002000072
"632","17031050100","334635.573831719",334635.573831719
"633","17031050200","652248.231738068",652248.231738068
"634","17031050300","394730.596055371",394730.596055371
"635","17031380200","215128.394603805",215128.394603805
"636","17031600400","327224.88810195",327224.88810195
"637","17031081500","295436.345842884",295436.345842884
"638","17031720100","1972034.40863192",1972034.40863192
"639","17031720200","1668934.02685134",1668934.02685134
"640","17031720300","1261675.08982625",1261675.08982625
"641","17031720700","1049859.80680232",1049859.80680232
"642","17031730100","660212.701166547",660212.701166547
"643","17031730300","297684.710845819",297684.710845819
"644","17031031100","549967.385253203",549967.385253203
"645","17031031200","326472.638216251",326472.638216251
"646","17031031300","1098960.03556342",1098960.03556342
"647","17031031400","2529485.3596183",2529485.3596183
"648","17031570500","423601.335901032",423601.335901032
"649","17031580100","763543.351997375",763543.351997375
"650","17031580200","729821.650059419",729821.650059419
"651","17031060300","319705.398074682",319705.398074682
"652","17031580400","1316119.68949529",1316119.68949529
"653","17031580600","492786.473628083",492786.473628083
"654","17031530300","1308194.91134286",1308194.91134286
"655","17031051300","321995.221262297",321995.221262297
"656","17031500100","2653039.57281019",2653039.57281019
"657","17031050600","332452.847211783",332452.847211783
"658","17031050700","164327.628033547",164327.628033547
"659","17031050900","162720.832610835",162720.832610835
"660","17031051100","162699.146930954",162699.146930954
"661","17031081800","746628.913630272",746628.913630272
"662","17031090100","933126.971596989",933126.971596989
"663","17031090200","1552548.69825585",1552548.69825585
"664","17031090300","496118.606524064",496118.606524064
"665","17031100100","1177657.67849268",1177657.67849268
"666","17031260200","328335.052107902",328335.052107902
"667","17031100200","2088930.11422322",2088930.11422322
"668","17031260100","324422.835944758",324422.835944758
"669","17031062400","162937.431622081",162937.431622081
"670","17031491300","646029.679565138",646029.679565138
"671","17031720400","663283.852319985",663283.852319985
"672","17031530400","1312060.87244029",1312060.87244029
"673","17031063400","158835.74078413",158835.74078413
"674","17031750600","1316349.22319862",1316349.22319862
"675","17031040100","2001672.99777136",2001672.99777136
"676","17031040600","331256.961361621",331256.961361621
"677","17031040700","358078.631116496",358078.631116496
"678","17031040900","321853.92474394",321853.92474394
"679","17031980000","20040630.378214",20040630.378214
"680","17031081600","132805.766185684",132805.766185684
"681","17031081700","371563.779577781",371563.779577781
"682","17031251300","653465.844808918",653465.844808918
"683","17031251400","680674.153319862",680674.153319862
"684","17031251500","682474.599077955",682474.599077955
"685","17031251900","633901.575938038",633901.575938038
"686","17031260700","329143.469920378",329143.469920378
"687","17031600900","383219.275673515",383219.275673515
"688","17031611200","327039.698939506",327039.698939506
"689","17031062800","325610.538468865",325610.538468865
"690","17031062900","325736.903982611",325736.903982611
"691","17031063000","324350.054510323",324350.054510323
"692","17031063100","159625.232604753",159625.232604753
"693","17031063200","764257.210017241",764257.210017241
"694","17031110200","596252.334010799",596252.334010799
"695","17031251600","480785.748576841",480785.748576841
"696","17031251700","486655.93809933",486655.93809933
"697","17031251800","997742.396252516",997742.396252516
"698","17031570300","980174.138789225",980174.138789225
"699","17031570400","463390.82910276",463390.82910276
"700","17031100600","1282269.7460657",1282269.7460657
"701","17031062200","242322.672822703",242322.672822703
"702","17031100700","1215251.55601957",1215251.55601957
"703","17031261000","499034.822365353",499034.822365353
"704","17031062600","330019.046889669",330019.046889669
"705","17031110100","1849056.20901507",1849056.20901507
"706","17031260900","228196.495529746",228196.495529746
"707","17031270500","562047.990783014",562047.990783014
"708","17031520100","3099839.63510009",3099839.63510009
"709","17031611400","326298.117868349",326298.117868349
"710","17031610300","2383588.65436593",2383588.65436593
"711","17031610800","331962.957385427",331962.957385427
"712","17031611000","571301.077338772",571301.077338772
"713","17031062700","325098.35660648",325098.35660648
"714","17031120300","2054601.27559017",2054601.27559017
"715","17031271800","205983.654265215",205983.654265215
"716","17031520400","719869.370931655",719869.370931655
"717","17031260500","337546.062459023",337546.062459023
"718","17031260600","318886.740851641",318886.740851641
"719","17031580700","549608.666222087",549608.666222087
"720","17031061200","174670.377389633",174670.377389633
"721","17031590500","596380.549174221",596380.549174221
"722","17031590600","348145.383978365",348145.383978365
"723","17031590700","869699.647740168",869699.647740168
"724","17031600600","394134.162765516",394134.162765516
"725","17031600700","465210.006102922",465210.006102922
"726","17031060400","325030.782627016",325030.782627016
"727","17031060500","228281.995876687",228281.995876687
"728","17031060900","903499.767769858",903499.767769858
"729","17031061000","172814.617997531",172814.617997531
"730","17031062000","224976.525088779",224976.525088779
"731","17031062100","244805.884581508",244805.884581508
"732","17031260400","328224.933206858",328224.933206858
"733","17031260800","328946.73251725",328946.73251725
"734","17031630800","655812.671401023",655812.671401023
"735","17031100300","2286749.82894504",2286749.82894504
"736","17031100400","971271.715652825",971271.715652825
"737","17031100500","1957723.81178042",1957723.81178042
"738","17031283100","212436.478691544",212436.478691544
"739","17031271200","329808.523071079",329808.523071079
"740","17031610400","163181.265002207",163181.265002207
"741","17031611100","326781.438070857",326781.438070857
"742","17031611300","327030.624914792",327030.624914792
"743","17031062300","163309.950761119",163309.950761119
"744","17031062500","161002.04127529",161002.04127529
"745","17031070700","686127.514723016",686127.514723016
"746","17031071100","325459.134375969",325459.134375969
"747","17031071300","309581.679681004",309581.679681004
"748","17031140200","394454.996199499",394454.996199499
"749","17031070600","343157.039932611",343157.039932611
"750","17031120400","1064717.22131871",1064717.22131871
"751","17031130100","1839642.19869539",1839642.19869539
"752","17031130200","2079500.32608166",2079500.32608166
"753","17031140100","287980.904789628",287980.904789628
"754","17031283200","235930.9540873",235930.9540873
"755","17031140400","1181560.92501554",1181560.92501554
"756","17031292400","330647.098411179",330647.098411179
"757","17031282700","439299.552366805",439299.552366805
"758","17031292500","982570.590169755",982570.590169755
"759","17031300600","328180.801713292",328180.801713292
"760","17031300700","329126.757941712",329126.757941712
"761","17031282800","164410.153473324",164410.153473324
"762","17031283800","376019.129363528",376019.129363528
"763","17031290900","996493.892716042",996493.892716042
"764","17031291600","220340.33454227",220340.33454227
"765","17031630200","634189.857135753",634189.857135753
"766","17031271300","327412.235573401",327412.235573401
"767","17031280900","115080.465800419",115080.465800419
"768","17031611700","328312.147010828",328312.147010828
"769","17031612100","326345.411293112",326345.411293112
"770","17031070300","324400.885233136",324400.885233136
"771","17031300500","271032.013875291",271032.013875291
"772","17031291200","329139.584464493",329139.584464493
"773","17031620300","992182.643449718",992182.643449718
"774","17031620400","656282.777239304",656282.777239304
"775","17031630100","508069.50327267",508069.50327267
"776","17031630300","985489.145721886",985489.145721886
"777","17031630400","658248.316035848",658248.316035848
"778","17031630500","657742.505666896",657742.505666896
"779","17031110300","1210673.37422437",1210673.37422437
"780","17031110400","934115.819029748",934115.819029748
"781","17031280100","592603.281349651",592603.281349651
"782","17031120100","2789740.43102206",2789740.43102206
"783","17031280800","237354.408617311",237354.408617311
"784","17031120200","2392155.65191622",2392155.65191622
"785","17031271400","328374.324617524",328374.324617524
"786","17031071000","324639.988396043",324639.988396043
"787","17031281900","438803.084593716",438803.084593716
"788","17031550100","8323801.15094542",8323801.15094542
"789","17031071200","325201.771946806",325201.771946806
"790","17031611500","488121.280531065",488121.280531065
"791","17031611800","327806.381874001",327806.381874001
"792","17031611900","653546.43411646",653546.43411646
"793","17031612000","325923.285547301",325923.285547301
"794","17031620100","837580.231812429",837580.231812429
"795","17031620200","577054.561457834",577054.561457834
"796","17031070200","341404.956869884",341404.956869884
"797","17031070400","324369.613577806",324369.613577806
"798","17031070500","305416.156840697",305416.156840697
"799","17031130300","721099.813560779",721099.813560779
"800","17031292200","398012.709760824",398012.709760824
"801","17031630900","659757.91979212",659757.91979212
