"","geoid10","area","numeric"
"559","17031242800","439629.422484603",439629.422484603
"560","17031242900","323820.350746754",323820.350746754
"561","17031243000","324546.269077548",324546.269077548
"562","17031220400","329547.569550206",329547.569550206
"563","17031220500","334923.886347084",334923.886347084
"564","17031031800","235147.901496979",235147.901496979
"565","17031221000","220048.633431315",220048.633431315
"566","17031810400","2319080.76629947",2319080.76629947
"567","17031031900","257668.890328329",257668.890328329
"568","17031520500","1050379.7701422",1050379.7701422
"569","17031720500","1042170.45057477",1042170.45057477
"570","17031490300","632632.260378569",632632.260378569
"571","17031490400","237760.926164293",237760.926164293
"572","17031350100","1086576.65554601",1086576.65554601
"573","17031351100","346345.657593648",346345.657593648
"574","17031251200","662289.654043862",662289.654043862
"575","17031570100","1523743.59514786",1523743.59514786
"576","17031030900","408717.711146062",408717.711146062
"577","17031250600","647769.365252076",647769.365252076
"578","17031560100","736736.259506113",736736.259506113
"579","17031032100","431026.965721854",431026.965721854
"580","17031490500","1425938.07535075",1425938.07535075
"581","17031490600","679060.699492233",679060.699492233
"582","17031490700","640220.762133876",640220.762133876
"583","17031490800","1079252.68707272",1079252.68707272
"584","17031700200","1623944.7332825",1623944.7332825
"585","17031710200","741530.088028453",741530.088028453
"586","17031710400","1002523.27436505",1002523.27436505
"587","17031710500","748394.302779832",748394.302779832
"588","17031710700","490083.214456656",490083.214456656
"589","17031251000","466956.355436636",466956.355436636
"590","17031280400","502202.181509221",502202.181509221
"591","17031320100","910353.799689703",910353.799689703
"592","17031580800","183274.83869554",183274.83869554
"593","17031351000","1485944.45414812",1485944.45414812
"594","17031360200","231661.645711297",231661.645711297
"595","17031380100","437442.33522129",437442.33522129
"596","17031231500","1000739.53627264",1000739.53627264
"597","17031251100","496451.620897647",496451.620897647
"598","17031550200","5401451.25436699",5401451.25436699
"599","17031560800","1321149.98980638",1321149.98980638
"600","17031560900","1319255.0239861",1319255.0239861
"601","17031500300","709169.157794628",709169.157794628
"602","17031561000","1328260.13497072",1328260.13497072
"603","17031561100","1321991.67490229",1321991.67490229
"604","17031570200","1763042.52374549",1763042.52374549
"605","17031730400","1278084.52127001",1278084.52127001
"606","17031730500","1313922.12569847",1313922.12569847
"607","17031730600","1007264.24236429",1007264.24236429
"608","17031730700","988110.432241869",988110.432241869
"609","17031250300","618077.558485667",618077.558485667
"610","17031250400","1309688.00292594",1309688.00292594
"611","17031250500","2061367.42427094",2061367.42427094
"612","17031250700","662596.546840335",662596.546840335
"613","17031250800","573867.204726232",573867.204726232
"614","17031520300","956737.916074318",956737.916074318
"615","17031520600","1090994.38509556",1090994.38509556
"616","17031560200","668997.989899932",668997.989899932
"617","17031560300","659004.385588384",659004.385588384
"618","17031560700","661244.206625169",661244.206625169
"619","17031711500","649393.127229833",649393.127229833
