"","station_id","station_name","lat","long","start_n","end_n","e_start_n","e_end_n","c_start_n","c_end_n","total","classic","electric"
"86","13247","Ashland Ave & Chicago Ave",41.8959456666667,-87.6677248333333,173,183,95,93,77,90,356,167,188
"87","13248","Ashland Ave & Augusta Blvd",41.899643,-87.6677,200,164,80,68,120,95,364,215,148
"88","13249","Ashland Ave & Belle Plaine Ave",41.956057,-87.668835,73,88,30,31,43,56,161,99,61
"89","13253","Lincoln Ave & Waveland Ave",41.948797,-87.675278,81,88,51,45,30,43,169,73,96
"90","13256","California Ave & Division St",41.903022885,-87.697563171,81,93,56,53,23,38,174,61,109
"91","13257","Campbell Ave & North Ave",41.910499,-87.6895885,126,115,85,83,40,29,241,69,168
"92","13258","California Ave & North Ave",41.9104051666667,-87.6971343333333,130,119,91,83,34,33,249,67,174
"93","13259","California Ave & Francis Pl (Temp)",41.9185301666667,-87.6974311666667,51,50,27,28,24,21,101,45,55
"94","13263","Columbus Dr & Randolph St",41.884728,-87.619521,624,452,158,138,460,310,1076,770,296
"95","13265","Kingsbury St & Erie St",41.893795729,-87.641872048,499,462,160,155,338,306,961,644,315
"96","13266","Stave St & Armitage Ave",41.9177346666667,-87.6914113333333,74,87,52,55,21,30,161,51,107
"97","13268","Damen Ave & Wellington Ave",41.93588,-87.67842,56,44,23,16,33,28,100,61,39
"98","13269","Ashland Ave & Wellington Ave",41.9360763333333,-87.6698096666667,153,149,56,50,95,96,302,191,106
"99","13271","Damen Ave & Clybourn Ave",41.9319173333333,-87.6777731666667,87,90,51,52,36,38,177,74,103
"100","13276","Stockton Dr & Wrightwood Ave",41.9313456666667,-87.6387443333333,230,255,94,98,133,155,485,288,192
"101","13277","Broadway & Belmont Ave",41.940106,-87.645451,253,276,67,64,185,209,529,394,131
"102","13278","Broadway & Cornelia Ave",41.945529,-87.646439,342,289,86,83,254,202,631,456,169
"103","13285","Wood St & Taylor St (Temp)",41.8692652184382,-87.6737308502197,248,253,95,97,152,156,501,308,192
"104","13288","Damen Ave & Charleston St",41.920082,-87.677855,112,114,49,49,58,59,226,117,98
"105","13289","Eckhart Park",41.89637337,-87.66098386,184,161,67,71,109,88,345,197,138
"106","13290","Noble St & Milwaukee Ave",41.90068,-87.6626,212,185,70,69,138,115,397,253,139
"107","13292","Kedzie Ave & Palmer Ct",41.921577334,-87.707374454,107,90,63,56,36,32,197,68,119
"108","13294","Greenview Ave & Diversey Pkwy",41.9325896342979,-87.6659363508224,126,126,61,58,60,66,252,126,119
"109","13296","Ashland Ave & Wrightwood Ave",41.92883,-87.668507,111,134,43,47,68,86,245,154,90
"110","13300","DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,328,264,71,54,200,190,592,390,125
"111","13303","Clark St & Chicago Ave",41.8966685,-87.630732,271,275,74,71,193,203,546,396,145
"112","13304","Racine Ave & 15th St",41.861267,-87.656625,78,52,37,31,41,20,130,61,68
"113","13307","Laflin St & Cullerton St",41.8549145757657,-87.6635599136353,58,70,39,41,19,29,128,48,80
"114","13319","Ashland Ave & Grace St",41.950732827,-87.668733239,141,126,50,57,91,69,267,160,107
"115","13323","Broadway & Sheridan Rd",41.952833,-87.649993,335,247,91,85,237,161,582,398,176
"116","13325","Broadway & Waveland Ave",41.949074,-87.648636,435,394,127,125,303,268,829,571,252
"117","13326","Canal St & Harrison St",41.874255,-87.639573,91,72,14,14,75,58,163,133,28
"118","13331","May St & Cullerton St",41.855136,-87.654127,54,55,18,18,36,35,109,71,36
"119","13332","Loomis St & Lexington St",41.872187,-87.661501,560,510,146,134,412,375,1070,787,280
"120","13338","Mies van der Rohe Way & Chicago Ave",41.896945,-87.621758,382,411,120,121,257,285,793,542,241
"121","13341","Canal St & Madison St",41.882091,-87.639833,543,561,182,182,350,374,1104,724,364
"122","13345","Calumet Ave & 35th St",41.831379,-87.618034,48,54,9,9,35,41,102,76,18
"123","13353","Ada St & Washington Blvd",41.88283,-87.661206,192,201,69,66,122,135,393,257,135
"124","13354","Ashland Ave & 13th St",41.865234,-87.666507,71,90,18,23,53,66,161,119,41
"125","13379","Clarendon Ave & Gordon Ter",41.957843184,-87.64960897,307,264,99,97,208,165,571,373,196
"126","13389","Clarendon Ave & Junior Ter",41.961004,-87.649603,198,190,81,78,117,110,388,227,159
"127","13398","Blackstone Ave & Hyde Park Blvd",41.802572966,-87.590224028,119,93,18,17,96,75,212,171,35
"128","13409","Sangamon St & Washington Blvd",41.883165,-87.6511,203,195,71,75,131,119,398,250,146
"129","13420","MLK Jr Dr & Pershing Rd",41.8246,-87.61678,14,16,6,6,8,9,30,17,12
"130","13427","Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,383,299,118,102,254,191,682,445,220
"131","13430","LaSalle St & Illinois St",41.890892625,-87.631486416,429,448,180,180,246,264,877,510,360
"132","13431","Adler Planetarium",41.866095,-87.607267,101,94,16,15,71,64,195,135,31
"133","13432","Wood St & Hubbard St",41.889899,-87.671473,93,90,40,34,53,56,183,109,74
"134","13434","Ashland Ave & Grand Ave",41.891072,-87.666611,161,135,62,53,99,82,296,181,115
"135","15442","Ashland Ave & Archer Ave",41.839239,-87.6657141666667,21,23,12,13,7,9,44,16,25
"136","15443","Shields Ave & 28th Pl",41.842733,-87.635491,55,43,11,3,44,40,98,84,14
"137","15445","Wentworth Ave & 33rd St",41.834539533,-87.63178277,72,93,10,10,61,83,165,144,20
"138","15446","Racine Ave & 35th St",41.8307141666667,-87.6561963333333,33,23,8,9,25,14,56,39,17
"139","15449","State St & Pershing Rd",41.823046923,-87.626569748,5,8,4,7,1,1,13,2,11
"140","15470","Calumet Ave & 51st St",41.8023025,-87.6180931666667,16,20,8,8,8,12,36,20,16
"141","15491","63rd St Beach",41.780910964248,-87.5763237476349,16,15,3,1,13,14,31,27,4
"142","15529","Mies van der Rohe Way & Chestnut St",41.898557663,-87.621880531,277,296,82,84,188,207,573,395,166
"143","15530","Rush St & Superior St",41.8957296666667,-87.6258291666667,347,380,153,152,191,228,727,419,305
"144","15534","Field Blvd & South Water St",41.8860973333333,-87.6177625,199,212,92,97,100,113,411,213,189
"145","15535","Desplaines St & Randolph St",41.88461618962,-87.6445705849,245,273,102,106,141,166,518,307,208
"146","15539","Desplaines St & Jackson Blvd",41.8781189009123,-87.6439476013184,367,371,162,163,203,204,738,407,325
"147","15541","Buckingham Fountain",41.8765351944122,-87.62047290802,46,40,17,19,23,14,86,37,36
"148","15542","Clinton St & Polk St",41.87146651779,-87.6409491327,21,17,3,2,18,15,38,33,5
"149","15544","Shedd Aquarium",41.86722595682,-87.6153553902,209,191,45,41,121,116,400,237,86
"150","15545","Burnham Harbor",41.856268,-87.613348,137,143,19,21,111,115,280,226,40
"151","15546","Calumet Ave & 21st St",41.8540905,-87.619159,49,68,28,29,21,38,117,59,57
"152","15550","Canal St & Taylor St",41.870257,-87.639474,162,174,80,82,80,89,336,169,162
"153","15571","Broadway & Granville Ave",41.9947796884,-87.6602845349,130,145,38,41,89,99,275,188,79
"154","15575","Broadway & Thorndale Ave",41.98974251144,-87.6601406209,142,155,59,60,83,93,297,176,119
"155","15576","Lakefront Trail & Bryn Mawr Ave",41.9840441151921,-87.6522812247276,3,7,0,0,3,6,10,9,0
"156","15578","Broadway & Ridge Ave",41.9840446107,-87.6602738295,165,147,56,56,105,89,312,194,112
"157","15585","Budlong Woods Library",41.983693,-87.6963971666667,38,40,26,27,12,13,78,25,53
"158","15615","Christiana Ave & Lawrence Ave",41.96835449363,-87.7118306675,35,42,16,17,17,23,77,40,33
"159","15621","Albany Ave & Montrose Ave",41.961041,-87.705866,56,43,37,25,18,17,99,35,62
"160","15622","California Ave & Montrose Ave",41.961068,-87.695439,61,57,38,39,23,18,118,41,77
"161","15623","Campbell Ave & Montrose Ave",41.96152593287,-87.6911650414,120,114,76,79,44,34,234,78,155
"162","15624","Avondale Ave & Irving Park Rd",41.953393,-87.732002,41,39,22,22,19,17,80,36,44
"163","15628","California Ave & Byron St",41.95216219326,-87.698051113,55,50,34,34,20,16,105,36,68
"164","15631","Troy St & Elston Ave",41.9452421666667,-87.7066273333333,48,60,30,35,18,25,108,43,65
"165","15632","Talman Ave & Addison St",41.9466576666667,-87.6946306666667,85,78,51,45,34,33,163,67,96
"166","15634","Western Ave & Roscoe St",41.943034,-87.687288,40,43,16,15,23,28,83,51,31
"167","15640","Avers Ave & Belmont Ave",41.9393563333333,-87.7235781666667,54,60,37,35,15,17,114,32,72
"168","15642","California Ave & Fletcher St",41.93842879148,-87.698007756,43,45,21,24,22,20,88,42,45
"169","15643","Kosciuszko Park",41.93058537138,-87.7237773635,31,24,16,14,15,10,55,25,30
"170","15644","Central Park Ave & Elbridge Ave",41.9353425,-87.7168986666667,64,58,45,45,19,13,122,32,90
"171","15645","Richmond St & Diversey Ave",41.9319785,-87.701224,56,33,26,22,30,11,89,41,48
"172","15646","California Ave & Altgeld St",41.92668128,-87.69782722,79,82,58,55,20,25,161,45,113
"173","15648","Campbell Ave & Fullerton Ave",41.924614,-87.6893255,71,67,40,41,31,26,138,57,81
"174","15650","Spaulding Ave & Armitage Ave",41.9171080347893,-87.7102209627628,68,61,31,31,36,30,129,66,62
"175","15651","Humboldt Blvd & Armitage Ave",41.9175121666667,-87.7017543333333,81,73,49,47,30,22,154,52,96
"176","15652","Central Park Ave & North Ave",41.9095996666667,-87.7166253333333,40,32,26,26,9,5,72,14,52
"177","15653","Troy St & North Ave",41.9098196666667,-87.7053175,96,79,70,57,26,22,175,48,127
"178","15654","Spaulding Ave & Division St",41.902706742,-87.709261417,39,35,25,26,14,9,74,23,51
"179","15655","Albany Ave & Bloomingdale Ave",41.91402671273,-87.705126462,104,98,72,70,32,28,202,60,142
"180","15664","Artesian Ave & Hubbard St",41.88949181977,-87.6882193648,125,119,91,88,33,30,244,63,179
