"","station_id","station_name","lat","long","start_n","end_n","e_start_n","e_end_n","c_start_n","c_end_n","total","classic","electric"
"118","13331","May St & Cullerton St",41.855136,-87.654127,119,118,37,36,79,78,237,157,73
"119","13332","Loomis St & Lexington St",41.8721586666667,-87.661512,1515,1476,511,510,982,955,2991,1937,1021
"120","13338","Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1025,1027,400,398,603,600,2052,1203,798
"121","13341","Canal St & Madison St",41.882091,-87.639833,1084,1139,466,488,580,620,2223,1200,954
"122","13345","Calumet Ave & 35th St",41.831379,-87.618034,146,152,45,38,100,113,298,213,83
"123","13353","Ada St & Washington Blvd",41.8828211666667,-87.6613005,664,619,280,266,377,345,1283,722,546
"124","13354","Ashland Ave & 13th St",41.865234,-87.666507,174,244,84,98,89,143,418,232,182
"125","13379","Clarendon Ave & Gordon Ter",41.9578665241517,-87.6495051383972,858,806,385,368,461,429,1664,890,753
"126","13389","Clarendon Ave & Junior Ter",41.9609696666667,-87.6493181666667,580,575,231,234,337,324,1155,661,465
"127","13398","Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,302,284,59,51,235,228,586,463,110
"128","13409","Sangamon St & Washington Blvd",41.8828571666667,-87.6513301666667,688,708,299,307,379,383,1396,762,606
"129","13420","MLK Jr Dr & Pershing Rd",41.8246,-87.61678,75,72,22,22,41,43,147,84,44
"130","13427","Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,917,795,377,349,503,402,1712,905,726
"131","13430","LaSalle St & Illinois St",41.890974,-87.6315068333333,1397,1457,654,640,687,771,2854,1458,1294
"132","13431","Adler Planetarium",41.866095,-87.607267,367,346,78,64,225,230,713,455,142
"133","13432","Wood St & Hubbard St",41.889899,-87.671473,302,261,159,126,138,134,563,272,285
"134","13434","Ashland Ave & Grand Ave",41.8911298333333,-87.6666635,316,365,182,191,132,168,681,300,373
"135","15442","Ashland Ave & Archer Ave",41.8392353333333,-87.6657046666667,59,51,22,20,36,31,110,67,42
"136","15443","Shields Ave & 28th Pl",41.842733,-87.635491,125,113,33,30,92,83,238,175,63
"137","15445","Wentworth Ave & 33rd St",41.83452988563,-87.6318229814,191,213,55,59,134,154,404,288,114
"138","15446","Racine Ave & 35th St",41.83069611252,-87.6559759116,58,67,25,26,31,37,125,68,51
"139","15449","State St & Pershing Rd",41.82301523798,-87.6265680185,8,7,5,5,3,2,15,5,10
"140","15470","Calumet Ave & 51st St",41.80229465088,-87.6180535802,65,56,32,32,29,20,121,49,64
"141","15491","63rd St Beach",41.780910964248,-87.5763237476349,31,36,6,7,23,28,67,51,13
"142","15529","Mies van der Rohe Way & Chestnut St",41.898845,-87.6226658333333,1136,1073,375,370,721,662,2209,1383,745
"143","15530","Rush St & Superior St",41.89576474564,-87.6259080327,1201,1230,476,471,683,717,2431,1400,947
"144","15534","Field Blvd & South Water St",41.88634906269,-87.6175165471,834,813,424,417,395,383,1647,778,841
"145","15535","Desplaines St & Randolph St",41.88461618962,-87.6445705849,709,660,301,284,395,365,1369,760,585
"146","15539","Desplaines St & Jackson Blvd",41.8781189009123,-87.6439476013184,1037,998,461,448,568,539,2035,1107,909
"147","15541","Buckingham Fountain",41.8765351944122,-87.62047290802,243,240,58,57,134,129,483,263,115
"148","15542","Clinton St & Polk St",41.8713608333333,-87.6408731666667,79,108,35,41,41,66,187,107,76
"149","15544","Shedd Aquarium",41.8672815,-87.6152748333333,972,953,346,329,403,423,1925,826,675
"150","15545","Burnham Harbor",41.856268,-87.613348,412,395,70,69,305,294,807,599,139
"151","15546","Calumet Ave & 21st St",41.85418424947,-87.6191537415,195,188,85,88,102,95,383,197,173
"152","15550","Canal St & Taylor St",41.870257,-87.639474,395,459,190,211,192,237,854,429,401
"153","15571","Broadway & Granville Ave",41.9947668333333,-87.660241,396,403,156,148,229,244,799,473,304
"154","15575","Broadway & Thorndale Ave",41.98974251144,-87.6601406209,346,341,156,152,175,180,687,355,308
"155","15578","Broadway & Ridge Ave",41.9840928333333,-87.6602463333333,450,408,176,165,269,236,858,505,341
"156","15585","Budlong Woods Library",41.983665,-87.696423,146,134,114,108,29,25,280,54,222
"157","15597","Halsted St & 69th St",41.76906172032,-87.6446135779,2,2,0,0,2,2,4,4,0
"158","15599","Calumet Ave & 71st St",41.76550800581,-87.616917925,4,2,2,1,2,1,6,3,3
"159","15615","Christiana Ave & Lawrence Ave",41.9683301666667,-87.7118915,111,106,69,64,39,38,217,77,133
"160","15621","Albany Ave & Montrose Ave",41.9610143333333,-87.7058858333333,106,117,76,74,24,37,223,61,150
"161","15622","California Ave & Montrose Ave",41.961068,-87.695439,160,184,99,99,55,80,344,135,198
"162","15623","Campbell Ave & Montrose Ave",41.9615266666667,-87.6911673333333,208,221,145,147,63,73,429,136,292
"163","15624","Avondale Ave & Irving Park Rd",41.95342,-87.7319545,130,118,103,96,26,19,248,45,199
"164","15628","California Ave & Byron St",41.952162,-87.698051,111,116,77,79,27,32,227,59,156
"165","15631","Troy St & Elston Ave",41.945244,-87.70665,117,136,88,93,25,40,253,65,181
"166","15632","Talman Ave & Addison St",41.9466483333333,-87.6946243333333,150,148,102,102,38,38,298,76,204
"167","15634","Western Ave & Roscoe St",41.9430665,-87.6872903333333,158,161,68,63,88,95,319,183,131
"168","15640","Avers Ave & Belmont Ave",41.939441,-87.7235958333333,134,122,94,93,36,29,256,65,187
"169","15642","California Ave & Fletcher St",41.9384025,-87.6981205,153,165,112,113,33,50,318,83,225
"170","15643","Kosciuszko Park",41.93061,-87.7238508333333,124,154,97,109,23,44,278,67,206
"171","15644","Central Park Ave & Elbridge Ave",41.935337,-87.716889,171,163,127,115,41,47,334,88,242
"172","15645","Richmond St & Diversey Ave",41.9319543333333,-87.7012086666667,134,152,76,77,54,68,286,122,153
"173","15646","California Ave & Altgeld St",41.9266611666667,-87.697829,204,223,153,157,50,63,427,113,310
"174","15648","Campbell Ave & Fullerton Ave",41.92463247165,-87.6893070063,227,230,159,150,61,75,457,136,309
"175","15650","Spaulding Ave & Armitage Ave",41.9171080347893,-87.7102209627628,165,182,97,99,65,82,347,147,196
"176","15651","Humboldt Blvd & Armitage Ave",41.9175121666667,-87.701881,278,260,199,187,76,70,538,146,386
"177","15652","Central Park Ave & North Ave",41.9096208333333,-87.7166108333333,51,47,38,28,10,14,98,24,66
"178","15653","Troy St & North Ave",41.9098351666667,-87.7053275,178,156,116,105,55,46,334,101,221
"179","15654","Spaulding Ave & Division St",41.9027,-87.7092498333333,115,84,74,54,35,27,199,62,128
"180","15655","Albany Ave & Bloomingdale Ave",41.913938,-87.7051393333333,305,304,218,222,79,79,609,158,440
"181","15664","Artesian Ave & Hubbard St",41.8895335,-87.6883401666667,302,222,229,163,66,56,524,122,392
"182","15666","California Ave & Lake St",41.88445395657,-87.6962981368,92,56,58,37,29,18,148,47,95
"183","15667","Western Ave & Monroe St",41.8797245,-87.6860868333333,176,163,126,105,35,47,339,82,231
"184","15668","Western Ave & Congress Pkwy",41.8746606666667,-87.68651,292,249,191,156,93,87,541,180,347
"185","15682","Kedzie Ave & Roosevelt Rd",41.86649278172,-87.7064961757,10,12,3,2,7,10,22,17,5
"186","15685","Central Park Ave & Ogden Ave",41.8538221666667,-87.7150861666667,56,53,32,33,24,20,109,44,65
"187","15686","Kedzie Ave & 21st St",41.85353363213,-87.7050730318,23,23,11,10,12,13,46,25,21
"188","15687","Central Park Ave & 24th St",41.8481468333333,-87.7150515,12,11,6,6,5,4,23,9,12
"189","15689","California Ave & 23rd Pl",41.84910969176,-87.6951398068,52,48,26,28,26,20,100,46,54
"190","15691","Albany Ave & 26th St",41.84447501366,-87.7020130128,10,16,4,4,5,11,26,16,8
"191","15692","California Ave & 26th St",41.8441033333333,-87.695443,26,29,18,19,7,10,55,17,37
"192","16010","Keystone Ave & Fullerton Ave",41.92459,-87.72785,52,59,36,38,16,17,111,33,74
"193","16806","Bosworth Ave & Howard St",42.0195578333333,-87.6695946666667,58,59,31,33,26,24,117,50,64
"194","16903","Cicero Ave & Lake St",41.886841,-87.745261,17,10,10,6,7,3,27,10,16
"195","16905","Central Ave & Lake St",41.8876146666667,-87.7654511666667,21,19,12,11,7,7,40,14,23
"196","16906","Austin Blvd & Lake St",41.8879216666667,-87.7744725,43,39,37,33,6,6,82,12,70
"197","16907","Central Park Blvd & 5th Ave",41.8756846666667,-87.7154606666667,9,5,8,5,1,0,14,0,13
"198","16912","Cicero Ave & Flournoy St",41.872131,-87.746619,9,3,3,1,4,1,12,5,4
"199","16913","Cicero Ave & Quincy St",41.877613,-87.745405,4,3,2,1,2,2,7,4,3
"200","16915","Central Ave & Harrison St",41.872993,-87.764499,16,16,13,12,3,4,32,7,25
"201","16916","Central Ave & Madison St",41.880121,-87.763238,18,15,3,3,15,12,33,27,6
"202","16918","Austin Blvd & Madison St",41.8802653333333,-87.774504,29,26,17,17,9,5,55,14,34
"203","16920","Central Ave & Chicago Ave",41.894958,-87.764902,43,41,29,29,14,11,84,25,58
"204","16921","Austin Blvd & Chicago Ave",41.8948611666667,-87.7745221666667,20,22,11,9,4,8,42,12,20
"205","16932","Ashland Ave & Pershing Rd",41.8234315,-87.665601,24,20,12,12,12,8,44,20,24
"206","16933","Morgan St & Pershing Rd",41.823613,-87.650931,30,35,13,16,7,9,65,16,29
"207","16937","Ashland Ave & McDowell Ave",41.80887,-87.66454,13,9,6,4,7,5,22,12,10
"208","16940","Ashland Ave & 50th St",41.803023,-87.664699,11,4,4,2,4,1,15,5,6
"209","16943","Ashland Ave & Garfield Blvd",41.792822,-87.664429,6,3,1,1,5,1,9,6,2
"210","16948","Ashland Ave & 63rd St",41.779374,-87.664843,10,4,7,4,3,0,14,0,11
"211","16950","Ashland Ave & 66th St",41.7741045,-87.6638008333333,6,4,4,3,2,1,10,3,7
"212","16953","Vincennes Ave & 75th St",41.75797,-87.63121,4,9,2,5,1,4,13,5,7
"213","16970","Bennett Ave & 79th St",41.751785,-87.578496,2,2,1,1,1,1,4,2,2
"214","16991","Milwaukee Ave & Cuyler Ave",41.954468,-87.749594,42,38,29,23,12,13,80,25,52
"215","16994","Kilbourn Ave & Milwaukee Ave",41.9470708941847,-87.7400082349777,20,27,13,13,5,12,47,17,26
"216","17660","California Ave & Cortez St",41.900363,-87.696704,336,345,252,241,81,98,681,179,493
"217","18003","Fairbanks St & Superior St",41.895748,-87.620104,678,654,341,309,331,339,1332,670,650
"218","18016","Bernard St & Elston Ave",41.9499115,-87.7139323333333,89,90,69,71,19,18,179,37,140
"219","18017","Central Park Ave & Bloomingdale Ave",41.914099,-87.7167845,146,151,52,54,92,87,297,179,106
"220","18022","Archer (Damen) Ave & 37th St",41.8267221666667,-87.6831896666667,23,23,6,7,17,16,46,33,13
"221","18025","Carpenter St & 63rd St",41.77987,-87.650919,1,1,0,0,0,0,2,0,0
"222","18058","Leavitt St & Chicago Ave",41.8955176666667,-87.6820386666667,307,286,145,131,152,152,593,304,276
"223","18062","Aberdeen St & Randolph St",41.8841435,-87.6542476666667,665,735,324,328,333,394,1400,727,652
"224","18067","Walsh Park",41.91461,-87.667968,523,442,174,142,339,289,965,628,316
"225","18069","Cherry Ave & Blackhawk St",41.907221,-87.655618,151,176,73,69,77,105,327,182,142
"226","20.0","Damen Ave & Wabansia Ave",41.91,-87.68,130,122,130,122,0,0,252,0,252
"227","20101","Summit Ave & 86th St",41.7378526666667,-87.6449386666667,3,3,3,2,0,0,6,0,5
"228","20102","Loomis St & 89th St",41.7325233333333,-87.6580983333333,11,9,11,9,0,0,20,0,20
"229","20103","Prospect Sq & 91st St",41.728015,-87.6676758333333,10,12,10,10,0,0,22,0,20
"230","20104","State St & 95th St",41.7218499,-87.6228544,56,53,47,45,8,8,109,16,92
"231","20105","Halsted St & 96th St",41.7197113333333,-87.6428383333333,23,13,23,11,0,0,36,0,34
"232","20106","Chicago State University",41.7189673333333,-87.6082803333333,117,110,87,84,25,21,227,46,171
"233","20107","Walden Pkwy & 100th St",41.7122735,-87.6677405,27,19,22,12,2,3,46,5,34
"234","20108","Hale Ave & 107th St",41.6991916666667,-87.6688593333333,11,7,9,7,2,0,18,0,16
"235","20109","Vernon Ave & 107th St",41.7002205,-87.6123275,6,3,4,2,1,0,9,0,6
"236","20110","Eberhart Ave & 91st St",41.729259,-87.6116988333333,7,12,4,7,3,5,19,8,11
"237","20112","Indiana Ave & 103rd St",41.7071702711776,-87.6184719800949,4,4,2,3,2,1,8,3,5
"238","20113","Dauphin Ave & 103rd St",41.7072503677818,-87.6076626777649,6,4,4,2,2,2,10,4,6
"239","20114","Doty Ave & 111th St",41.6950601666667,-87.5987783333333,2,1,2,1,0,0,3,0,3
"240","20116","Dauphin Ave & 87th St",41.736559,-87.601258,8,5,0,0,6,4,13,10,0
"241","20118","Eggleston Ave & 92nd St",41.727628,-87.6348748333333,14,4,14,4,0,0,18,0,18
"242","20119","Elizabeth St & 92nd St",41.726825,-87.6543436666667,6,3,4,3,2,0,9,0,7
"243","20120","Stewart Ave & 83rd St",41.743717,-87.634088,5,3,2,1,3,2,8,5,3
"244","20121","Loomis Blvd & 84th St",41.7414865286181,-87.6584100723267,7,6,3,1,2,3,13,5,4
"245","20123","Western Ave & 104th St",41.7045871021891,-87.6812034845352,27,24,26,19,1,4,51,5,45
"246","20124","Vincennes Ave & 104th St",41.7049833333333,-87.6569906666667,7,7,7,7,0,0,14,0,14
"247","20125","Halsted St & 104th St",41.7051397889324,-87.6424241065979,2,0,0,0,2,0,0,0,0
"248","20126","S Aberdeen St & W 106th St",41.7,-87.65,3,1,3,1,0,0,4,0,4
"249","20127","Halsted St & 111th St",41.6922625558917,-87.6426118612289,9,11,8,9,1,2,20,3,17
"250","20128","S Wentworth Ave & W 111th St",41.69,-87.63,7,6,7,6,0,0,13,0,13
"251","20129","Ada St & 113th St",41.6875586666667,-87.655451,15,14,15,13,0,0,29,0,28
"252","20130","Wentworth Ave & 104th St",41.7053079969982,-87.6292169094086,6,5,5,1,1,4,11,5,6
"253","20131","Cottage Grove Ave & 111th Pl",41.6917403333333,-87.609949,21,10,19,7,1,1,31,2,26
"254","20133","Woodlawn & 103rd - Olive Harvey Vaccination Site",41.71,-87.59,3,5,3,5,0,0,8,0,8
"255","20134","Maryland Ave & 104th St",41.71,-87.6,6,6,6,6,0,0,12,0,12
"256","20201","Kedzie Ave & 104th St",41.7,-87.7,4,2,4,2,0,0,6,0,6
"257","20202","W 103rd St & S Avers Ave",41.71,-87.72,1,1,1,1,0,0,2,0,2
"258","20203","Lawndale Ave & 111th St",41.6912823333333,-87.712849,6,1,6,1,0,0,7,0,7
"259","20204","Kedzie Ave & 110th St",41.6923947458756,-87.7009606361389,9,3,8,2,1,1,12,2,10
"260","20205","Western Ave & 111th St",41.6911528333333,-87.6813181666667,17,8,14,7,2,1,25,3,21
"261","20206","Homewood Ave & 115th St",41.6845956666667,-87.6707448333333,13,3,13,3,0,0,16,0,16
"262","20207","Major Taylor Trail & 115th St",41.6849886666667,-87.6452425,4,5,4,5,0,0,9,0,9
"263","20208","Major Taylor Trail & 124th St",41.6686963533225,-87.6371133327484,3,2,0,0,3,2,5,5,0
"264","20209","S Michigan Ave & E 118th St",41.68,-87.62,6,1,6,1,0,0,7,0,7
"265","20210","State St & 123rd St",41.6706775,-87.622722,11,10,11,10,0,0,21,0,21
"266","20211","Eberhart Ave & 131st St",41.6584131511011,-87.6107108969882,1,0,0,0,1,0,0,0,0
